0, 0, 0, 0, 0, 0, 0, SCORE: -3 -- Query / play.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / play.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Reply / play.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / play.google.com.
1, 1, 9, 1, 1, 1, 3, SCORE: -3 -- Reply / play.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / play.google.com.
1, 1, 9, 1, 1, 1, 3, SCORE: -3 -- Reply / play.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / clients4.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / clients4.google.com.
1, 1, 9, 1, 1, 1, 3, SCORE: -3 -- Reply / clients4.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / outlook.office.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / outlook.office.com.
1, 1, 9, 1, 1, 1, 3, SCORE: -3 -- Reply / outlook.office.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / outlook.office.com.
1, 1, 9, 1, 1, 1, 3, SCORE: -3 -- Reply / outlook.office.com.
1, 1, 9, 1, 1, 1, 3, SCORE: -3 -- Reply / outlook.office.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / webpoolbl20a08.infra.lync.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / webpoolbl20a08.infra.lync.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Reply / webpoolbl20a08.infra.lync.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / clients4.google.com.
1, 1, 9, 1, 1, 1, 33, SCORE: -3 -- Reply / clients4.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / clients4.google.com.
1, 1, 9, 1, 1, 1, 33, SCORE: -3 -- Reply / clients4.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / webpoolbl20a08.infra.lync.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Reply / webpoolbl20a08.infra.lync.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / webpoolbl20a08.infra.lync.com.
1, 1, 9, 1, 81, 1, 1, SCORE: -3 -- Query / webpoolbl20a08.infra.lync.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / www.google.com.
1, 1, 9, 1, 1, 1, 9, SCORE: -3 -- Reply / www.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / www.google.com.
1, 1, 9, 1, 1, 1, 33, SCORE: -3 -- Reply / www.google.com.
1, 1, 9, 1, 1, 1, 1, SCORE: -3 -- Query / csi.gstatic.com.
1, 1, 9, 1, 1, 1, 33, SCORE: -3 -- Reply / csi.gstatic.com.
