0, 125
30, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
2, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
2, 125
2, 125
2, 125
0, 125
2, 125
2, 125
2, 125
2, 125
2, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
34, 125
0, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
2, 125
2, 125
0, 125
0, 125
0, 125
2, 125
2, 125
2, 125
2, 125
0, 125
0, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
0, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
0, 125
2, 125
2, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
2, 125
0, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
34, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
34, 125
0, 125
34, 125
0, 125
34, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
2, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
34, 125
0, 125
34, 125
34, 125
0, 125
34, 125
34, 125
2, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
2, 125
2, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
2, 125
0, 125
0, 125
34, 125
0, 125
2, 125
0, 125
34, 125
0, 125
20, 125
0, 125
2, 125
34, 125
20, 125
2, 125
0, 125
2, 125
2, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
34, 125
0, 125
34, 125
0, 125
2, 125
0, 125
34, 125
2, 125
0, 125
0, 125
2, 125
2, 125
0, 125
0, 125
0, 125
0, 125
0, 125
34, 125
34, 125
0, 125
34, 125
34, 125
0, 125
34, 125
0, 125
0, 125
2, 125
34, 125
0, 125
0, 125
0, 125
34, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
34, 125
0, 125
0, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
2, 125
2, 125
0, 125
2, 125
2, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
34, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
0, 125
0, 125
0, 125
0, 125
2, 125
34, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
34, 125
0, 125
34, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
0, 125
34, 125
0, 125
34, 125
34, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
34, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
34, 125
0, 125
0, 125
0, 125
34, 125
0, 125
34, 125
0, 125
0, 125
0, 125
0, 125
0, 125
0, 125
2, 125
0, 125
34, 125
0, 125
34, 125
0, 125
34, 125
2, 125
0, 125
34, 125
0, 125
0, 125
34, 125
2, 125
34, 125
34, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
34, 125
0, 125
0, 125
0, 125
0, 125
2, 125
34, 125
0, 125
0, 125
34, 125
2, 125
34, 125
34, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
2, 125
0, 125
0, 125
34, 125
0, 125
2, 125
0, 125
34, 125
2, 125
0, 125
0, 125
0, 125
0, 125
0, 125
34, 125
0, 125
2, 125
0, 125
0, 125
34, 125
2, 125
0, 125
0, 125
34, 125
0, 125
34, 125
2, 125
34, 125
0, 125
2, 125
34, 125
0, 125
34, 125
0, 125
34, 125
0, 125
0, 125
34, 125
0, 125
0, 125
0, 125
0, 125
34, 125
0, 125
0, 125
0, 125
34, 125
0, 125
0, 125
0, 125
34, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
0, 125
0, 125
2, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
2, 125
2, 125
2, 125
0, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
0, 125
0, 125
0, 125
0, 125
0, 125
34, 125
0, 125
2, 125
0, 125
0, 125
2, 125
0, 125
34, 125
2, 125
2, 125
0, 125
2, 125
2, 125
0, 125
0, 125
2, 125
0, 125
2, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
2, 125
2, 125
0, 125
2, 125
0, 125
0, 125
18, 125
0, 125
0, 125
0, 125
0, 125
2, 125
2, 125
2, 125
0, 125
0, 125
